visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome,cooperation_numeric,outcome_numeric
856,36,2023-11-13,SW-16,Reintegration Assessment,School,Mendoza (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable,2,3.0
857,36,2023-11-19,SW-11,Routine Follow-Up,Community Center,Lopez (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Needs Improvement,3,2.0
858,36,2023-12-15,SW-15,Routine Follow-Up,School,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Favorable,3,3.0
859,36,2024-01-17,SW-04,Initial Assessment,Family Home,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
860,36,2024-02-09,SW-19,Routine Follow-Up,School,Lopez (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
861,36,2024-04-23,SW-12,Post-Placement Monitoring,Community Center,Santos (Parent); Santos (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Needs Improvement,3,2.0
862,36,2024-04-26,SW-02,Post-Placement Monitoring,Proposed Foster Home,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,False,False,Follow-up scheduled,Favorable,1,3.0
863,36,2024-04-26,SW-05,Routine Follow-Up,Family Home,Santos (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
864,36,2024-04-28,SW-19,Reintegration Assessment,Church,Rivera (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,True,False,Follow-up scheduled,Inconclusive,1,
865,36,2024-05-17,SW-04,Routine Follow-Up,Family Home,Diaz (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
866,36,2024-05-24,SW-04,Reintegration Assessment,Proposed Foster Home,Cruz (Parent); Lopez (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive,3,
867,36,2024-06-29,SW-01,Reintegration Assessment,Family Home,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,False,Follow-up scheduled,Favorable,2,3.0
868,36,2024-07-23,SW-13,Reintegration Assessment,School,Lopez (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable,4,1.0
869,36,2024-08-02,SW-03,Post-Placement Monitoring,Proposed Foster Home,Reyes (Parent); Flores (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
870,36,2024-09-04,SW-01,Routine Follow-Up,Barangay Office,Lopez (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,,Inconclusive,3,
871,36,2024-09-13,SW-12,Reintegration Assessment,Community Center,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
872,36,2024-09-14,SW-16,Routine Follow-Up,Proposed Foster Home,Torres (Parent); Flores (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,False,Follow-up scheduled,Inconclusive,4,
873,36,2024-09-22,SW-08,Post-Placement Monitoring,Proposed Foster Home,Garcia (Parent); Flores (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Needs Improvement,3,2.0
874,36,2024-09-29,SW-03,Routine Follow-Up,Family Home,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable,2,3.0
875,36,2024-10-02,SW-08,Emergency,Barangay Office,,Visitation for emergency,Visit observations recorded during emergency.,Neutral,True,True,,Needs Improvement,2,2.0
876,36,2024-12-07,SW-16,Routine Follow-Up,School,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,Follow-up scheduled,Inconclusive,3,
877,36,2025-01-23,SW-09,Emergency,Proposed Foster Home,,Visitation for emergency,Visit observations recorded during emergency.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
878,36,2025-02-15,SW-17,Routine Follow-Up,Church,Cruz (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable,2,3.0
879,36,2025-02-18,SW-07,Reintegration Assessment,Community Center,Garcia (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Inconclusive,3,
880,36,2025-02-21,SW-17,Routine Follow-Up,Church,Reyes (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Inconclusive,3,
881,36,2025-02-26,SW-17,Reintegration Assessment,Proposed Foster Home,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Unfavorable,3,1.0
882,36,2025-03-16,SW-05,Reintegration Assessment,Proposed Foster Home,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
883,36,2025-03-27,SW-20,Post-Placement Monitoring,Proposed Foster Home,Reyes (Parent); Cruz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
884,36,2025-05-01,SW-09,Routine Follow-Up,School,Garcia (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,,Needs Improvement,4,2.0
885,36,2025-07-05,SW-15,Initial Assessment,Family Home,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
886,36,2025-07-06,SW-10,Post-Placement Monitoring,Barangay Office,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement,4,2.0
887,36,2025-07-25,SW-18,Routine Follow-Up,School,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,Follow-up scheduled,Favorable,3,3.0
888,36,2025-07-29,SW-12,Reintegration Assessment,Community Center,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement,4,2.0
889,36,2025-08-03,SW-07,Reintegration Assessment,Proposed Foster Home,Garcia (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,,Inconclusive,3,
890,36,2025-08-06,SW-13,Initial Assessment,Church,Reyes (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,,Favorable,3,3.0
891,36,2025-09-23,SW-16,Reintegration Assessment,Church,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement,3,2.0
892,36,2025-09-27,SW-06,Reintegration Assessment,Family Home,Garcia (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Needs Improvement,3,2.0
893,36,2025-09-28,SW-02,Reintegration Assessment,Barangay Office,Reyes (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable,4,3.0
894,36,2025-10-14,SW-05,Routine Follow-Up,Barangay Office,Garcia (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
895,36,2025-10-28,SW-02,Initial Assessment,Church,Flores (Parent); Cruz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,,Unfavorable,3,1.0
896,36,2025-11-24,SW-20,Routine Follow-Up,Church,Flores (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,,Needs Improvement,4,2.0
897,36,2025-12-05,SW-17,Reintegration Assessment,Barangay Office,Flores (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,,Needs Improvement,3,2.0
898,36,2025-12-24,SW-03,Routine Follow-Up,Church,Reyes (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
899,36,2026-01-21,SW-07,Initial Assessment,School,,Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement,4,2.0
900,36,2026-01-21,SW-10,Post-Placement Monitoring,Community Center,Torres (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Favorable,4,3.0
901,36,2026-01-27,SW-08,Reintegration Assessment,Community Center,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,,Inconclusive,3,
902,36,2026-02-01,SW-13,Reintegration Assessment,Church,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,,Needs Improvement,3,2.0
903,36,2026-02-06,SW-04,Emergency,Family Home,,Visitation for emergency,Visit observations recorded during emergency.,Cooperative,False,False,,Favorable,3,3.0
904,36,2026-02-28,SW-20,Routine Follow-Up,Proposed Foster Home,Lopez (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable,3,3.0
905,37,2024-01-14,SW-01,Initial Assessment,Family Home,Torres (Parent); Santos (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,,Favorable,3,3.0
906,37,2024-03-22,SW-15,Routine Follow-Up,School,Garcia (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable,4,3.0
907,37,2024-08-13,SW-20,Post-Placement Monitoring,Family Home,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement,4,2.0
908,37,2024-09-02,SW-17,Reintegration Assessment,School,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,False,,Favorable,4,3.0
909,37,2024-10-18,SW-20,Reintegration Assessment,Community Center,,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,True,False,,Favorable,4,3.0
910,38,2024-11-10,SW-14,Routine Follow-Up,Community Center,Reyes (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable,4,3.0
911,38,2025-11-06,SW-05,Post-Placement Monitoring,School,Flores (Parent); Lopez (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,False,,Favorable,3,3.0
912,38,2026-01-11,SW-14,Routine Follow-Up,Proposed Foster Home,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,,Unfavorable,3,1.0
913,38,2026-01-19,SW-09,Initial Assessment,Family Home,Lopez (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive,4,
914,39,2025-01-02,SW-12,Routine Follow-Up,Barangay Office,,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement,3,2.0
915,39,2025-02-09,SW-09,Post-Placement Monitoring,Community Center,Cruz (Parent); Torres (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,False,True,,Needs Improvement,1,2.0
916,39,2025-03-26,SW-10,Reintegration Assessment,Barangay Office,Reyes (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,,Inconclusive,1,
917,39,2025-04-24,SW-14,Post-Placement Monitoring,Community Center,,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Favorable,4,3.0
